zip,owner_utility,cca,notes,source
95618,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95619,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95619,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95620,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95620,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95621,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95623,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95623,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95624,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95625,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95625,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95626,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95626,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95627,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95627,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95628,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95629,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95629,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95630,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95631,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95631,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95632,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95632,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95633,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95633,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95634,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95634,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95635,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95635,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95636,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95636,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95637,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95637,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95638,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95639,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95640,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95640,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95641,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95641,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95642,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95642,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95644,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95645,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95645,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95646,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95648,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95648,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95650,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95650,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95651,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95651,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95652,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95653,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95653,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95654,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95654,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95655,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95656,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95656,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95658,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95658,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95659,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95659,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95660,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95661,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95661,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95662,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95663,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95663,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95664,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95664,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95665,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95665,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95666,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95666,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95667,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95667,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95668,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95668,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95669,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95669,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95670,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95671,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95672,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95672,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95673,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95674,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95674,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95675,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95675,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95676,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95676,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95677,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95677,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95678,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95678,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95679,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95679,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95680,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95680,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95681,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95681,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95682,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95682,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95683,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95684,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95684,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95685,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95685,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95686,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95686,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95687,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95687,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95688,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95688,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95689,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95689,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95690,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95690,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95691,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95691,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95692,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95692,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95693,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95694,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95694,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95695,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95695,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95696,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95696,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95697,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95697,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95698,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95698,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95699,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95699,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95701,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95701,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95703,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95703,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95709,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95709,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95712,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95712,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95713,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95713,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95714,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95714,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95715,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95715,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95717,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95717,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95720,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95720,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95721,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95721,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95722,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95722,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95724,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95724,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95726,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95726,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95728,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95728,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95735,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95735,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95736,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95736,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95741,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95742,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95743,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95746,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95746,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95747,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95747,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95757,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95758,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95759,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95762,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95762,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95763,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95765,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95765,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95776,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95776,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95798,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
95798,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
95799,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
